ccode1,ccode2,cor,IdealPointDistance
2,20,0.6048899022210148,1.301623
2,31,-0.08248008533811711,3.0080195
2,40,-0.568296371157446,4.395841
2,41,0.15255798959933825,2.4632679
2,42,-0.11828200962110967,3.011851
2,51,-0.2565106509405646,3.1941275
2,52,-0.36265648558199226,3.1979509999999998
2,53,0.06950883430013598,2.9798118000000002
2,54,0.125,2.8803568
2,55,-0.4318630580078574,3.2692496
2,56,-0.27718113871993244,3.1969159
2,57,-0.4458645318063454,3.3447129
2,58,NA,3.2457967
2,60,NA,3.1806115
2,70,-0.02415263658451174,2.72020696
2,80,-0.12402957020322974,2.9209308
2,90,0.2981873939731171,2.5831805
2,91,0.27673787372698516,2.5943894
2,92,-0.17750591458504658,3.0873174
2,93,-0.4851304602088847,4.252223
2,94,0.11224095493651495,2.852485
2,95,0.1779748072158355,2.77237459
2,100,0.008093939502074123,2.63346158
2,101,-0.6260247658865383,4.508056
2,110,-0.03383989985842918,2.9437459
2,115,-0.4586060826304726,3.3842009
2,130,-0.18633855878039993,3.1475061
2,135,-0.015858600747268078,2.8708612000000002
2,140,0.14116882647901308,2.39454
2,145,-0.253401404837199,3.5475897
2,150,-0.07817792523155907,2.8738212
2,155,-0.11828200962110967,2.9397535
2,160,-0.07093659243793392,2.77045268
2,165,-0.1935600783734586,3.1011613000000002
2,200,0.5472466839663458,1.002743
2,205,0.3919596299473834,1.9200782
2,210,0.46135648540802177,1.603678
2,211,0.47139295932389697,1.590627
2,212,0.48170926821478377,1.608957
2,220,0.5021329789254432,1.242261
2,221,0.4708071902813933,1.646196
2,223,0.356580034251684,1.9582131
2,225,0.40673801799681303,1.8929938000000002
2,230,0.47139295932389697,1.58671
2,232,0.39152356567464774,1.915088
2,235,0.4708071902813933,1.624733
2,255,0.4835720272260807,1.478354
2,290,0.43772442086724106,1.487331
2,305,0.3695391981645062,1.876322
2,310,0.45805189146556446,1.44168
2,316,0.48529945003627667,1.431761
2,317,0.4720719004465412,1.548808
2,325,0.48170926821478377,1.6156300000000001
2,331,0.39152356567464774,1.9165801
2,338,0.37025728613773695,1.9439104
2,339,0.48004260286234157,1.542049
2,341,0.4708071902813933,1.623335
2,343,0.45997884386977567,1.643383
2,344,0.4708071902813933,1.627486
2,345,0.09131326150751999,2.2362663
2,346,0.3249804804856806,1.926851
2,349,0.45997884386977567,1.654183
2,350,0.4305470646796703,1.642694
2,352,0.3463435712826056,1.9467042
2,355,0.4720719004465412,1.548511
2,359,0.3586149710245135,2.0020805
2,360,0.46558361160607287,1.502645
2,365,-0.32207712605757916,2.5641997
2,366,0.4558659844842725,1.517038
2,367,0.4635467110016942,1.502083
2,368,0.48438691083613394,1.458093
2,369,0.437317875969354,1.46096
2,370,-0.3123142860470028,2.8797965
2,371,-0.06818678607642853,2.5420696
2,372,0.4068250519591245,1.7642967
2,373,0.061085858063993574,3.4051162
2,375,0.4260378684703939,1.7565041
2,380,0.42504628737845,1.8237749
2,385,0.4486028347073045,1.7307204
2,390,0.48285430717615735,1.528457
2,395,0.4589598511965701,1.6981785
2,402,-0.08644702917046485,2.9954952
2,403,-0.30985953436110814,3.1988961
2,404,-0.21729623445603458,3.1648057
2,411,-0.38729833462074165,3.2375116
2,420,-0.26971438466936354,3.2651068
2,432,-0.14113814788057705,2.8309748
2,433,-0.3322462895191229,3.2414877
2,434,-0.2768695336161511,3.2133474
2,435,-0.47190277041878675,3.6181329
2,436,-0.31502755239897584,3.3286492
2,437,-0.03157630952458999,2.853361
