ccode1,ccode2,cor,IdealPointDistance
2,20,0.5536503801601985,1.083454
2,31,0.13094878627119985,2.5314938
2,40,-0.4956701124058858,4.506568
2,41,0.23984958697742517,2.5653615999999997
2,42,0.20737083707656453,2.7306584
2,51,0.1375503564242274,2.6574891999999997
2,52,-0.014742436025926104,3.1153090999999997
2,53,0.10232063637965318,2.7449285999999997
2,54,0.27098318769798035,2.3571809999999997
2,55,-0.07742624762486365,1.644499
2,56,0.18888088614886742,2.4494018
2,57,0.14580586629439893,2.4569349
2,58,0.11645388584255545,2.6763518
2,60,0.17153946914370588,2.1613759999999997
2,70,-0.19041586595140195,3.3392505
2,80,0.07714544062745098,2.4128122
2,90,0.2747454673141147,2.6020961999999996
2,91,0.23252847702574503,2.6131990999999997
2,92,0.1576297093718419,2.6097989
2,93,-0.3583399964668863,3.7741248
2,94,0.22785078286288418,2.3615392999999996
2,95,0.028073755167894746,2.7626705
2,100,0.172081576295488,2.6367155999999996
2,101,0.024710660840217807,3.0081287
2,110,-0.1761964216509358,3.2591077
2,115,0.04565781454242149,3.0860021
2,130,0.0764684269977485,2.88085888
2,135,0.06617000227141553,2.9935498
2,140,-0.030014543338840367,2.82555186
2,145,0.05775001791124329,3.0057961
2,150,0.2815477276592145,2.2211602
2,155,0.21366230540545778,2.4507323
2,160,-0.11194563658631299,2.92120212
2,165,0.18459110670141252,2.7697643299999997
2,200,0.5894123845200675,0.6722959999999998
2,205,0.3732848042116606,1.7754299999999998
2,210,0.5076350166829834,1.173323
2,211,0.5591572917959303,1.0218079999999998
2,212,0.5589898119411929,1.1024909999999999
2,220,0.4783962381654522,0.8737249999999999
2,230,0.3514648912286622,1.7231279999999998
2,235,0.4186433056097149,1.2721519999999997
2,260,0.5769747083120383,0.9488939999999999
2,265,-0.3401740214045087,4.390108
2,290,-0.32044660125763985,4.048509
2,305,0.3299005347053691,1.9085675999999998
2,310,-0.3509011403507103,4.388388
2,315,-0.3464079629789853,4.396179
2,325,0.5353039745749639,1.1174359999999999
2,338,-0.10640534875254891,3.1289569
2,339,-0.4502968886543732,4.206189999999999
2,345,-0.17868859692266634,3.3802700999999997
2,350,0.22158121879735804,2.2141995999999997
2,352,-0.2419525242957558,3.4343019
2,355,-0.3514739283386332,4.383484
2,360,-0.13435938524998486,3.6073101999999997
2,365,-0.3525831698631699,4.33794
2,369,-0.34720157726964657,4.285061
2,370,-0.3577072879506397,4.388405
2,375,0.2578071462248412,2.0215411
2,380,0.330844661077956,1.8686706999999998
2,385,0.44136049662095855,1.4110939999999998
2,390,0.4090679856521294,1.507958
2,395,0.43490391145202695,1.3926789999999998
2,402,-0.3530835371943936,3.4269960999999998
2,403,-0.318288017668176,3.3742554
2,404,-0.2616153032578598,3.2786294999999996
2,411,0.04789632628176145,2.8890214999999997
2,420,0.032967065025395724,3.0877060999999997
2,432,-0.22792804785688264,3.3636982
2,433,0.027234785377968376,3.0097807999999997
2,434,-0.3855652386636797,3.8075544999999997
2,435,-0.027928703181618084,3.1301691
2,436,0.011997276066413591,3.0584480999999997
2,437,0.20255804316423967,2.3864723
2,438,-0.15884469044319147,3.254286
2,439,-0.08138270707426963,3.3798945
2,450,0.15831125638846713,2.6804069999999998
2,451,-0.06820217847127193,2.85498101
2,452,-0.08588920056462092,3.3651088
2,461,0.04404868079957522,3.1472748999999998
2,471,0.016929056530827536,2.7844522699999996
2,475,-0.049221504369399746,3.2513154999999996
2,481,0.08645178312725821,2.94888872
2,482,0.07780031996840453,2.91537094
2,483,0.030159445511804106,2.9647946099999998
2,484,-0.37967937350430103,3.6179205
2,490,0.16686594711575517,2.5327732
2,500,-0.2861943993911218,3.3891615999999996
2,501,-0.048905228857289006,3.1724362999999998
2,510,-0.24532842837567245,3.4877618999999997
2,516,-0.1456726334001209,3.2321454999999997
2,517,0.062167038121843585,3.0173657
2,520,0.04301628687516035,3.1083157999999997
2,522,0.11520124644688635,3.0640061
2,530,-0.37391760138355445,3.6704961999999997
2,540,-0.36678425745361315,3.921425
2,541,-0.4184478592155136,3.6733640999999997
2,551,-0.17130069510378768,3.2178682
2,552,-0.19904599593373867,3.3342627
2,553,0.15680059253243264,2.1629576
2,570,0.052200497312637095,3.0743614
2,571,0.08724362372029641,3.0806793
2,572,0.14555498373751882,2.5065236
2,580,-0.33493615781623615,3.5807596
2,581,0.04137159176073923,3.0864654
2,590,-0.08680180699422539,3.1779118
2,591,-0.3028495522612556,3.5375159
2,600,0.1055940224627669,3.1229133
2,615,-0.4072551656451068,3.8621805
2,616,0.007084198356582039,3.3067159
2,620,-0.33002908985499807,3.875967
2,625,0.05627265101869464,3.1088848
2,630,-0.16404829514643984,3.3953577
2,640,0.25003056424518244,2.0833133999999998
2,645,-0.3640541083824749,3.760551
2,651,0.026688857847290002,3.0555876
2,652,-0.40839141508503557,4.31135
2,660,-0.04881723044635548,3.3358434
2,663,-0.1283347692966579,3.2099233
2,666,0.588188218523237,0.5998779999999999
2,670,-0.053697176879816476,3.2867222999999997
2,678,-0.2917232675609967,3.785393
2,680,-0.4384296668551365,4.110008
2,690,-0.15525034117509603,3.3201338
2,692,-0.16946058898922994,3.3496990999999996
2,694,-0.17689313250673677,3.3341952999999998
2,696,-0.1884447328625587,3.361396
2,698,-0.026072662427944305,3.0580479
2,700,-0.4562252600583883,4.523098
2,710,0.08605733369419953,2.6916227999999998
2,712,-0.39209320944432435,4.439375999999999
2,740,0.5411094811315771,1.4975729999999998
2,750,-0.2984123111385483,3.3854107
2,760,-0.1330520546840382,3.1911737999999996
2,770,0.017379697876924147,3.1043396
2,771,-0.014112484135852817,3.1238900999999997
2,775,0.014452394383940692,2.93091951
2,780,-0.06894514264244775,3.1187177
2,781,-0.10957265900108128,3.3499345999999997
2,790,0.02984165155644906,2.8754947669999997
2,800,0.05736669113678042,2.9607726199999997
2,811,0.14199726479970337,2.86576104661
2,812,-0.46848226283134964,4.535121999999999
2,816,-0.4523882143598064,4.465805
2,820,0.059131982879046585,2.9526968599999996
2,830,0.128607907486676,2.8741154239999998
2,835,-0.05709381949137142,3.0154815
2,840,0.13080678260910691,2.8984135699999998
2,850,-0.10032513693451428,3.2946763999999997
2,900,0.4891896926857517,1.5913549999999999
2,910,0.14719948760289417,2.7615751
2,920,0.48166070046959014,1.618453
2,935,-0.2081248797167733,3.2799948
2,940,0.20232917548666102,2.074312
2,950,0.17160937641198498,2.5716840999999997
2,990,0.19592397583724688,2.5368678
20,31,0.21149220102526953,1.4480397999999999
20,40,-0.363903937568833,3.423114
20,41,0.19841944731044245,1.4819076
20,42,0.17655625755602367,1.6472044
20,51,0.19979307043282263,1.5740352
20,52,-0.04279907834471571,2.0318551
20,53,0.19791512541118988,1.6614746
20,54,0.31801123195623965,1.273727
20,55,-0.07789398538381338,0.561045
20,56,0.2141165176382118,1.3659477999999998
20,57,0.2607520387292653,1.3734809
20,58,0.07240561991862235,1.5928977999999998
20,60,0.26860658007236116,1.077922
20,70,-0.1367145989505987,2.2557964999999998
20,80,-0.021174679302005117,1.3293582
20,90,0.2734258307393528,1.5186422
20,91,0.25007483516731754,1.5297451
20,92,0.13697303007364744,1.5263448999999998
20,93,-0.26085782536853325,2.6906708
20,94,0.25728775349354066,1.2780852999999999
20,95,0.0038247853114508376,1.6792165
20,100,0.18695122081922932,1.5532616
20,101,0.04528270194261983,1.9246747
20,110,-0.08283152503652902,2.1756537
20,115,-0.005326826982044624,2.0025481
20,130,0.02502540058392592,1.79740488
20,135,0.03070265336437544,1.9100958
20,140,-0.017471345105888426,1.7420978599999999
20,145,0.09517177180903628,1.9223420999999998
20,150,0.33441914704773856,1.1377061999999998
20,155,0.2139686949192871,1.3672783
20,160,-0.04224125030707064,1.8377481199999999
20,165,0.221352869606623,1.68631033
20,200,0.7630410557261688,0.41115800000000013
20,205,0.6728696559807944,0.6919759999999999
20,210,0.8154713135811137,0.08986899999999998
20,211,0.8493319768685569,0.06164600000000009
20,212,0.8466182508220763,0.01903699999999997
20,220,0.7736138289526497,0.20972900000000005
20,230,0.6401288362105706,0.6396739999999999
20,235,0.739335011487913,0.1886979999999998
20,260,0.8034013860981515,0.13456
20,265,-0.32210745803283547,3.306654
20,290,-0.3317466831670207,2.965055
20,305,0.6347444566216489,0.8251135999999999
20,310,-0.34127041333181296,3.304934
20,315,-0.3405855362678785,3.312725
20,325,0.831261442224542,0.03398199999999996
20,338,-0.06932975105022468,2.0455029
20,339,-0.2798458425139109,3.1227359999999997
20,345,-0.07167084090849173,2.2968161
20,350,0.4620206471266711,1.1307456
20,352,-0.15724695181776013,2.3508478999999998
20,355,-0.35816881633784087,3.30003
20,360,-0.20136275347772004,2.5238562
20,365,-0.35018369093422197,3.254486
20,369,-0.3491140614701713,3.201607
20,370,-0.3523485605425296,3.304951
20,375,0.5049949641860549,0.9380871
20,380,0.6196525880429625,0.7852166999999999
20,385,0.7924634711980756,0.32763999999999993
20,390,0.7446979643619158,0.424504
20,395,0.7762754667707193,0.30922499999999986
20,402,-0.22535304173808915,2.3435421
20,403,-0.2131236366820288,2.2908014
20,404,-0.1401624231172511,2.1951755
20,411,-0.006352901886857742,1.8055675
20,420,0.152285554604034,2.0042521
20,432,-0.1340684470131761,2.2802442
20,433,0.164925983444596,1.9263268
20,434,-0.2602451983940126,2.7241005
20,435,0.06717700544443381,2.0467151
20,436,0.0247187162730768,1.9749941
20,437,0.27796117865511527,1.3030183
20,438,-0.12189486581934474,2.170832
20,439,-0.02767506470887999,2.2964405
20,450,0.1344793996849041,1.5969529999999998
20,451,0.03628108391637056,1.77152701
20,452,0.005664209562084662,2.2816548
20,461,0.04771466822815306,2.0638209
20,471,0.013626876808969414,1.70099827
20,475,-0.05552084400765404,2.1678615
20,481,0.07138178665998764,1.8654347199999999
20,482,0.08382611772512276,1.83191694
20,483,0.06459902651756687,1.8813406099999999
20,484,-0.2474890998838172,2.5344664999999997
20,490,0.17094375359841898,1.4493192
20,500,-0.20530212055806027,2.3057076
20,501,0.04002484612732433,2.0889823
20,510,-0.15601176773386483,2.4043079
20,516,-0.11652204897138028,2.1486915
20,517,0.0917915389061252,1.9339117
20,520,0.07894014464004608,2.0248618
20,522,0.14463721198642382,1.9805521
20,530,-0.24941007967257683,2.5870422
20,540,-0.25572762769320323,2.837971
20,541,-0.2869530999679245,2.5899101
20,551,-0.1317377269576179,2.1344142
20,552,-0.10723679657514834,2.2508087
20,553,0.20765832686437055,1.0795035999999998
20,570,0.13479964603752287,1.9909074
20,571,0.1267059335853207,1.9972253
20,572,0.22441706162588163,1.4230695999999998
20,580,-0.23637558347082202,2.4973056
20,581,0.0933429331643116,2.0030114
20,590,0.02619278417554494,2.0944578
20,591,-0.20944605744267417,2.4540619
20,600,0.0779289956945855,2.0394593
20,615,-0.2591917394730879,2.7787265
20,616,0.04511440803568225,2.2232619
20,620,-0.22530643755875318,2.792513
20,625,0.06027531602732111,2.0254308
20,630,-0.1027623905093016,2.3119037
20,640,0.36288940891340854,0.9998594
20,645,-0.216864098796321,2.677097
20,651,0.042148997326804646,1.9721335999999998
20,652,-0.26334136184349793,3.227896
20,660,-0.029239506339530118,2.2523893999999998
20,663,-0.13412888053521385,2.1264693
20,666,0.4654211499859783,0.483576
20,670,-0.012171781399335056,2.2032683
20,678,-0.2339565491101537,2.701939
20,680,-0.28502836395212083,3.026554
20,690,-0.07148849832915292,2.2366798
20,692,-0.10359119142984557,2.2662451
20,694,-0.10641563260367284,2.2507413
20,696,-0.1094644531329445,2.277942
20,698,-0.043850193758065426,1.9745939
20,700,-0.3619842986894635,3.439644
20,710,0.06966492161865724,1.6081687999999998
20,712,-0.36122372520757173,3.3559219999999996
20,740,0.7343110388628692,0.4141189999999999
20,750,-0.20727679849955327,2.3019567
20,760,-0.10517675210948274,2.1077198
20,770,0.008706301356970108,2.0208855999999997
20,771,-0.0064382648815604045,2.0404361
20,775,0.11076300661246315,1.84746551
20,780,-0.01962119279653945,2.0352637
20,781,-0.027061276007180723,2.2664806
20,790,0.06893865480411729,1.7920407669999998
20,800,0.06082146939459855,1.8773186199999998
20,811,0.06599625083138916,1.78230704661
20,812,-0.35366142837770126,3.4516679999999997
20,816,-0.35551696497335766,3.382351
20,820,0.032803923549980664,1.86924286
20,830,0.178602251727886,1.7906614239999998
20,835,-0.021615217384407807,1.9320275
20,840,0.13072562627791232,1.8149595699999999
20,850,-0.14752382468199793,2.2112224
20,900,0.8185130608970124,0.5079009999999999
20,910,0.1724563533865623,1.6781210999999998
20,920,0.8353121156373866,0.534999
20,935,-0.06712757984177904,2.1965407999999997
20,940,0.34656899004468467,0.9908579999999999
20,950,0.18547114202191162,1.4882301
20,990,0.30877477603370485,1.4534137999999999
31,40,0.015716137461397613,1.9750742000000001
31,41,0.566003524535993,0.033867800000000003
31,42,0.41700360784699864,0.19916459999999997
31,51,0.38283980007891716,0.12599539999999998
31,52,0.42100269747075186,0.5838152999999999
31,53,0.4540167254621317,0.21343479999999998
31,54,0.5865809323281316,0.1743128
31,55,0.08891691242229842,0.8869947999999999
31,56,0.5490938569303071,0.082092
31,57,0.6406999883534629,0.07455890000000004
31,58,0.3166543072477701,0.144858
31,60,0.49224034451996423,0.3701178
31,70,0.08203581537460657,0.8077567
31,80,0.5614945631875963,0.1186816
31,90,0.32257951574553784,0.07060239999999995
31,91,0.52457540057069,0.08170529999999998
31,92,0.4489595699169948,0.07830509999999996
31,93,0.0758032107157731,1.242631
31,94,0.38233638115809515,0.16995450000000006
31,95,0.2947441550404221,0.23117669999999998
31,100,0.47317291140289075,0.10522179999999998
31,101,0.2765214186477147,0.4766349
31,110,0.057350113316574566,0.7276138999999999
31,115,0.5140446347718854,0.5545083
31,130,0.40346911982629885,0.34936508
31,135,0.4016288151947578,0.46205599999999997
31,140,0.4485633897185804,0.29405806
31,145,0.37270265963891547,0.47430229999999995
31,150,0.49045775213089177,0.31033360000000004
31,155,0.47956181930725333,0.08076150000000004
31,160,0.3462429981567106,0.38970832
31,165,0.5219986218673016,0.23827052999999998
31,200,0.17779670550500193,1.8591978
